long,lat,price_per_sqft
-122.294,47.587,332.298136645963
-122.386,47.7728,275
-122.226,47.7288,270
-122.364,47.6999,512.987012987013
-122.266,47.5299,211.904761904762
-122.098,47.6897,264.604810996564
-122.212,47.6141,527.272727272727
-122.244,47.5091,211.904761904762
-122.39,47.3129,120.37037037037
-122.352,47.6763,354.525862068966
-121.85,47.5319,207.729468599034
-122.152,47.2761,200
-122.054,47.5343,328.606965174129
-122.072,47.697,198.481012658228
-121.998,47.5517,225.49552238806
-122.38,47.6734,315.420560747664
-122.296,47.3257,150.757575757576
-122.299,47.3309,108.910891089109
-122.266,47.7689,174.517374517375
-122.287,47.7135,321.428571428571
-122.381,47.6722,444.401709401709
-122.358,47.6338,599.099099099099
-122.128,47.5707,187.127659574468
-122.171,47.4563,127.329192546584
-122.351,47.7144,396.22641509434
-122.174,47.5495,246.305418719212
-122.026,47.7421,251.089918256131
-122.353,47.6354,349.019607843137
-121.943,47.5262,177.685950413223
-122.286,47.3887,114.159292035398
-122.336,47.6873,357.342657342657
-122.353,47.6838,391.301470588235
-122.359,47.655,504.504504504505
-122.304,47.3255,226.36
-122.162,47.562,434.362934362934
-122.3,47.679,500
-122.176,47.4479,182.203389830508
-122.172,47.525,164.141414141414
-122.369,47.3135,121.212121212121
-121.996,47.2086,194.488188976378
-122.118,47.4715,181.818181818182
-122.335,47.4877,123.78640776699
-122.193,47.7171,246.067415730337
-122.023,47.6012,264.705882352941
-122.224,47.7319,230.890052356021
-122.023,47.4582,207.920792079208
-122.168,47.7209,234.177215189873
-122.327,47.408,201.455223880597
-122.125,47.565,301.15671641791
-122.231,47.7028,243.65671641791
-122.331,47.7458,271.167883211679
-122.337,47.4776,182.051282051282
-122.374,47.3026,125.925925925926
-122.339,47.7658,233.582089552239
-122.182,47.6477,236.469072164948
-122.125,47.5619,259.84555984556
-122.31,47.6106,379.464285714286
-122.308,47.5868,203.020304568528
-122.307,47.6101,315.573770491803
-121.999,47.1976,138.435897435897
-122.358,47.7224,244.444444444444
-122.179,47.3505,155.688622754491
-122.376,47.5384,197.478991596639
-122.2,47.7044,241.393442622951
-122.039,47.3848,155.714285714286
-122.102,47.6993,266.773162939297
-122.188,47.6627,268.948655256724
-122.379,47.3099,180.536912751678
-122.043,47.62,294.736842105263
-122.34,47.65,462.406015037594
-122.153,47.6647,262.416143497758
-122.191,47.726,184.848484848485
-122.184,47.4616,140.294117647059
-122.219,47.5505,373.364485981308
-122.336,47.7606,183.48623853211
-122.3,47.7481,216.981132075472
-122.347,47.2779,152.001775147929
-122.312,47.5511,214.720812182741
-122.372,47.5488,216.279069767442
-121.911,47.5385,230.366492146597
-121.994,47.4058,285.185185185185
-122.184,47.5093,244.186046511628
-122.165,47.3777,153.092783505155
-122.394,47.675,465.346534653465
-122.37,47.3025,174.230769230769
-122.158,47.4787,301.373626373626
-122.219,47.5378,338.709677419355
-122.114,47.7073,277.827868852459
-122.381,47.5733,420.792079207921
-122.339,47.4604,200.277777777778
-122.343,47.7067,201.739130434783
-122.047,47.354,206.451612903226
-122.284,47.6647,492.522834645669
-122.017,47.6143,264.508928571429
-122.275,47.3185,171.333824613117
-122.268,47.5458,277.325581395349
-122.299,47.4889,329.411764705882
-122.21,47.5673,457.575757575758
-122.379,47.5133,198.150222222222
-122.291,47.5884,274.358974358974
-122.367,47.7145,353.787878787879
-122.026,47.5836,248.550724637681
-122.299,47.398,159.971428571429
-122.215,47.7663,226.18025751073
-122.217,47.3758,146.396396396396
-122.023,47.3828,162.376237623762
-122.373,47.5123,312
-122.013,47.7076,317.847682119205
-122.371,47.2922,154.040697674419
-122.214,47.4075,164.335664335664
-122.034,47.6794,348.986486486487
-122.375,47.4497,451.724137931034
-122.164,47.5218,219.298245614035
-122.339,47.3103,107.142857142857
-121.899,47.5687,213
-122.303,47.5575,191.532258064516
-122.183,47.6489,273.936170212766
-121.95,47.3459,187.387387387387
-122.303,47.6136,208.121827411168
-122.023,47.7641,208.8772845953
-122.324,47.3376,107.02947845805
-122.319,47.3173,157.342657342657
-122.376,47.5308,253.012048192771
-122.299,47.6727,318.181818181818
-122.216,47.3221,173.076923076923
-122.353,47.6779,466.019417475728
-122.395,47.3076,132.481751824818
-122.072,47.6338,657.534246575342
-122.357,47.5218,251.388888888889
-122.213,47.2785,124.378109452736
-122.345,47.6846,308.333333333333
-122.278,47.3656,143.646408839779
-122.111,47.4369,135.416666666667
-121.711,47.4616,274.834437086093
-122.27,47.5405,249.642857142857
-122.178,47.3507,141.618497109827
-122.32,47.6979,417.253521126761
-122.345,47.5278,163.135593220339
-122.147,47.4756,199.367088607595
-121.772,47.4437,207.317073170732
-122.109,47.7048,281.707317073171
-122.302,47.6362,469.879518072289
-122.29,47.4207,186.614173228346
-122.047,47.6154,250
-122.299,47.5964,551.948051948052
-122.438,47.4683,486.710526315789
-122.171,47.4045,170.588235294118
-122.358,47.5544,254.464285714286
-122.29,47.6802,387.85046728972
-122.371,47.2988,131.642512077295
-122.223,47.6312,574.257425742574
-122.042,47.7285,258.003766478343
-122.352,47.7107,419.230769230769
-122.323,47.3271,123.529411764706
-122.255,47.5053,181.538461538462
-122.4,47.6601,306.481481481481
-122.166,47.4145,137.580098002262
-122.165,47.4672,196.506550218341
-122.261,47.7618,201.570680628272
-122.071,47.3828,205.882352941176
-122.268,47.5362,169.456066945607
-122.206,47.3954,117.269230769231
-122.272,47.5048,197.674418604651
-122.287,47.6166,535.248041775457
-122.025,47.6811,222.857142857143
-122.23,47.7486,136.363636363636
-122.169,47.3846,136.029411764706
-122.144,47.7564,186.8
-122.193,47.7198,242.51497005988
-122.151,47.5461,232.758620689655
-122.143,47.5712,304.878048780488
-122.343,47.4281,206.348677248677
-122.223,47.7128,213.559322033898
-122.255,47.3341,166.666666666667
-122.181,47.5399,176.829268292683
-122.375,47.5717,279.187817258883
-122.017,47.5951,261.607142857143
-122.144,47.3536,200.757575757576
-122.154,47.5084,168.490566037736
-122.311,47.5586,199.014778325123
-122.274,47.4427,168.238993710692
-122.077,47.6053,676.923076923077
-122.301,47.3494,137.295081967213
-122.393,47.6933,296.907216494845
-122,47.3537,102.271078431373
-122.337,47.476,143.181818181818
-122.298,47.6239,377.604166666667
-122.384,47.7776,305.555555555556
-122.058,47.6459,280.160550458716
-122.297,47.6692,545.247524752475
-122.18,47.5376,200.301204819277
-122.294,47.601,351.898734177215
-121.837,47.529,121.084337349398
-122.367,47.6345,652.054794520548
-122.102,47.5503,321.678321678322
-122.102,47.5503,326.340326340326
-122.125,47.4441,156.410256410256
-122.333,47.7357,188.030888030888
-122.157,47.346,202.072538860104
-122.345,47.6638,372.789115646258
-122.336,47.48,335.9375
-122.151,47.6759,260.285714285714
-122.057,47.5162,256.15763546798
-122.252,47.2639,158.620689655172
-122.371,47.2929,158.940397350993
-122.352,47.4957,187.096774193548
-122.352,47.4957,193.951612903226
-122.093,47.7721,90.7508250825083
-122.319,47.644,360.975609756098
-122.344,47.472,186.375
-122.166,47.592,333.333333333333
-122.275,47.669,314.285714285714
-122.323,47.42,124.553571428571
-122.012,47.1913,162.983425414365
-122.331,47.6666,598.130841121495
-122.217,47.5639,377.510040160643
-122.052,47.3483,132.65306122449
-122.164,47.7648,191.092150170648
-122.357,47.6794,524.172185430464
-122.354,47.7535,186.619718309859
-122.22,47.4945,140.804597701149
-122.093,47.6945,189.453125
-122.157,47.5222,225
-122.32,47.7222,170
-122.49,47.3796,242.823529411765
-121.875,47.5374,214.050387596899
-122.24,47.4897,165
-122.24,47.4897,239.9
-122.078,47.4716,299.065420560748
-122.173,47.3581,148.63309352518
-122.307,47.7713,154.8
-121.854,47.675,533.928571428571
-122.222,47.5603,376.651982378855
-122.337,47.4147,165.789473684211
-122.353,47.68,441.919191919192
-122.27,47.3117,162.58064516129
-122.28,47.543,170.454545454545
-122.034,47.3607,157.068062827225
-122.137,47.5759,240
-122.159,47.6891,676.691729323308
-122.381,47.565,278.647540983607
-121.974,47.6359,282.317073170732
-122.141,47.4769,137.68115942029
-122.029,47.3845,181.043956043956
-122.184,47.6743,286.706161137441
-122.164,47.5651,261.513157894737
-121.709,47.4853,252.717391304348
-122.359,47.4508,225.083612040134
-122.016,47.6375,230.113636363636
-122.042,47.5944,321.72131147541
-122.182,47.4888,161.722488038278
-122.19,47.5112,195.804195804196
-122.341,47.7711,144.495412844037
-122.341,47.7711,243.119266055046
-122.345,47.2813,110.144927536232
-122.189,47.5038,204.827586206897
-121.97,47.5823,226.006191950464
-122.304,47.7164,274.390243902439
-122.045,47.3624,172.955974842767
-122.329,47.6831,294.554455445545
-122.307,47.592,334.615384615385
-122.195,47.7461,195.652173913043
-122.06,47.7268,235.148514851485
-121.959,47.7237,182.629107981221
-122.095,47.6283,219.607843137255
-122.148,47.5543,281.25
-122.226,47.5483,318.326693227092
-122.146,47.7591,259.219858156028
-122.169,47.4612,152.939393939394
-122.365,47.4987,190.542452830189
-122.358,47.772,188.725490196078
-122.35,47.5287,222.58064516129
-122.114,47.6109,247.474747474747
-121.901,47.7736,206.25
-122.218,47.6294,280.909090909091
-122.213,47.5634,291.666666666667
-122.241,47.7405,270.491803278689
-122.118,47.5976,194.852941176471
-122.129,47.5722,188.144329896907
-122.289,47.5644,175.347222222222
-122.157,47.4556,176.40522875817
-122.305,47.6055,325.730994152047
-122.022,47.1775,96.514745308311
-122.385,47.6879,374.468085106383
-121.779,47.4807,249.714285714286
-122.032,47.3845,177.197802197802
-122.402,47.5815,430.46357615894
-122.344,47.6609,348.837209302326
-122.188,47.3163,177.388535031847
-122.191,47.4309,189.093264248705
-122.026,47.401,295.774647887324
-122.191,47.404,172.903225806452
-122.482,47.3889,621.289315726291
-122.095,47.7718,211.680602006689
-122.2,47.7067,288.75
-122.227,47.504,141.8410041841
-122.164,47.7015,195.876288659794
-121.95,47.5753,270.263788968825
-122.333,47.7448,192.272727272727
-121.982,47.7318,190.860215053763
-121.95,47.5954,255.354200988468
-122.337,47.6885,507.368421052632
-122.179,47.5724,390.625
-122.169,47.5272,239.111111111111
-122.161,47.4334,166.666666666667
-122.308,47.6073,398.936170212766
-122.046,47.3592,160.130718954248
-122.337,47.4546,141.552511415525
-122.219,47.6408,553.191489361702
-122.2,47.7245,275.694444444444
-122.178,47.4362,165.909090909091
-122.156,47.3739,143.449781659389
-122.127,47.7205,244.554455445545
-122.33,47.6636,383.141762452107
-122.197,47.4324,159.060402684564
-122.224,47.7734,214.285714285714
-122.164,47.559,438.011695906433
-122.041,47.633,148.357289527721
-122.103,47.6954,269.329073482428
-122.318,47.6776,344.88188976378
-122.382,47.504,272.641509433962
-122.255,47.2613,136.497005988024
-122.271,47.3417,94.6859903381642
-122.275,47.6694,451.408450704225
-121.955,47.4056,280
-122.289,47.3838,218.085106382979
-122.082,47.7487,208.333333333333
-122.078,47.5534,290.550070521862
-122.18,47.7355,400.793650793651
-122.211,47.7206,202.991452991453
-122.262,47.7691,200.772200772201
-122.258,47.7183,365.239294710327
-122.214,47.7736,273.360655737705
-122.029,47.362,165.714285714286
-122.121,47.5698,292.838983050847
-122.221,47.5505,433.689839572193
-122.234,47.7605,194.69964664311
-122.157,47.7356,219.690265486726
-122.438,47.3844,357.868020304569
-122.226,47.4904,184.076433121019
-122.089,47.3663,205.645161290323
-122.123,47.5637,304.347826086957
-122.125,47.3759,135.408560311284
-122.167,47.3912,152.317880794702
-122.371,47.3305,150.418410041841
-122.357,47.7617,336.734693877551
-121.909,47.6499,186.046511627907
-122.353,47.7311,314.189189189189
-122.107,47.3701,175.675675675676
-122.318,47.4857,150
-122.042,47.3724,189.226519337017
-122.266,47.4855,180.683229813665
-122.064,47.6336,226.223958333333
-122.281,47.717,291.970802919708
-122.066,47.6332,274.463007159905
-122.062,47.5906,253.657817109145
-121.998,47.5461,275.132275132275
-122.29,47.5674,285.714285714286
-122.29,47.6943,418.022857142857
-122.38,47.5486,500
-122.188,47.6658,202.749140893471
-122.153,47.5772,222.647058823529
-122.161,47.3875,168.461538461538
-122.174,47.6344,284.264214046823
-122.391,47.5275,388.888888888889
-122.005,47.6179,286.008230452675
-122.378,47.3078,136.574074074074
-122.137,47.5521,220.164609053498
-122.264,47.5158,233.651685393258
-121.977,47.5985,249.074733096085
-122.082,47.5645,376.470588235294
-122.154,47.6734,286.075949367089
-122.186,47.4734,220.238095238095
-122.087,47.3811,178.461538461538
-122.215,47.7081,237.570921985816
-122.216,47.7193,263.245033112583
-122.301,47.6192,398.373983739837
-122.387,47.5836,343.601895734597
-122.284,47.3841,97.0779220779221
-122.39,47.5872,419.463087248322
-121.88,47.5322,206.367924528302
-121.864,47.5416,204.40251572327
-122.381,47.6799,318.791946308725
-122.151,47.3672,177.20207253886
-122.205,47.684,433.212996389892
-122.191,47.4404,167.664670658683
-122.281,47.4467,180.451127819549
-122.363,47.6729,437.190082644628
-122.385,47.5346,371.428571428571
-122.373,47.6454,399.350649350649
-122.196,47.6821,369.727047146402
-122.11,47.7206,240.740740740741
-122.139,47.4877,184.615384615385
-122.018,47.6554,249.433106575964
-122.347,47.7343,218.045112781955
-122.393,47.5789,323.684210526316
-122.339,47.7439,272.727272727273
-122.225,47.3818,155.555555555556
-122.173,47.6734,312.5
-122.285,47.6415,472.689075630252
-122.084,47.4711,279.874213836478
-122.177,47.452,242.016806722689
-122.221,47.4973,301.587301587302
-122.341,47.7546,203.557312252964
-122.215,47.4667,139.05325443787
-122.374,47.5186,292.553191489362
-122.193,47.6221,586.693548387097
-122.039,47.683,213.815789473684
-121.943,47.6033,264.462809917355
-122.305,47.7315,229.559748427673
-122.084,47.6917,264.8
-122.056,47.3608,151.966292134831
-122.19,47.2852,147.058823529412
-122.071,47.5931,204.64135021097
-122.316,47.4097,158.415841584158
-122.021,47.3105,196.153846153846
-122.161,47.4296,222.360248447205
-122.197,47.7373,287.898089171975
-122.345,47.6582,394.039735099338
-122.16,47.3577,183.088235294118
-122.205,47.449,176.091370558376
-122.348,47.4169,394.225430316491
-122.186,47.5025,179.487179487179
-122.28,47.3644,137.451724137931
-122.009,47.5896,250
-122.169,47.3914,176.88679245283
-122.131,47.7197,271.641791044776
-122.116,47.5623,328.571428571429
-122.357,47.5213,242.943925233645
-122.16,47.4518,136.95652173913
-122.3,47.4949,162.878787878788
-122.248,47.5885,323.394495412844
-122.411,47.6452,331.050228310502
-122.305,47.749,251.95530726257
-122.198,47.4727,348
-122.256,47.7403,304.615384615385
-122.117,47.5146,242.47491638796
-122.231,47.5666,420.258620689655
-122.291,47.4339,170
-122.097,47.6368,272.727272727273
-122.075,47.3628,161.707317073171
-121.845,47.52,206.27802690583
-122.083,47.2953,173.055555555556
-122.352,47.6935,306.620209059233
-122.023,47.6239,209.466019417476
-122.168,47.5846,307.067307692308
-122.026,47.6969,236.413043478261
-122.259,47.505,220.338983050847
-122.289,47.667,310.87962962963
-122.353,47.6376,516.949152542373
-121.87,47.6929,349.137931034483
-122.015,47.3572,185.191256830601
-121.97,47.5816,225
-122.311,47.5502,172.65625
-122.299,47.6136,254.901960784314
-122.161,47.4478,198.12030075188
-122.007,47.4219,245.901639344262
-122.212,47.3521,147.368421052632
-122.029,47.7466,153.719008264463
-122.229,47.7727,228.448275862069
-122.371,47.3062,130.057803468208
-121.86,47.5422,227.573529411765
-122.306,47.3366,145.054945054945
-122.409,47.573,342.723004694836
-122.177,47.7258,213.106796116505
-122.176,47.4025,189.084507042254
-121.755,47.476,218.543046357616
-122.307,47.6045,296.296296296296
-122.058,47.6366,283.018867924528
-122.06,47.3725,175.355450236967
-122.292,47.5897,332.52427184466
-121.972,47.6277,275.956284153005
-121.974,47.1803,145.604395604396
-122.188,47.4489,180.124223602484
-122.017,47.3665,166.292134831461
-122.251,47.4964,195.652173913043
-122.317,47.492,164.72602739726
-122.373,47.5496,266.071428571429
-121.776,47.5008,176.557863501484
-122.341,47.2846,143.454038997215
-122.216,47.5494,381.25
-122.027,47.7123,303.592814371257
-122.115,47.3131,165.268595041322
-121.996,47.3122,129.370629370629
-122.125,47.6947,319.444444444444
-122.018,47.5665,300.344827586207
-122.283,47.425,132.112676056338
-122.34,47.6634,418.110236220472
-122.373,47.7047,471.808510638298
-122.084,47.3666,133.532934131737
-122.242,47.7466,190.322580645161
-122.35,47.6972,309.090909090909
-122.395,47.6372,347.593582887701
-122.001,47.5694,276.476683937824
-122.024,47.6214,273.622047244094
-122.188,47.3961,189.0625
-122.309,47.7162,233.516483516484
-122.113,47.6844,352.348993288591
-122.018,47.5737,257.978723404255
-121.771,47.4474,140
-122.184,47.3128,145.833333333333
-122.171,47.4022,135.416666666667
-122.391,47.5671,280.097087378641
-122.212,47.2876,165.289256198347
-122.372,47.682,343.75
-122.331,47.7125,328.282828282828
-122.239,47.496,301.5625
-122.309,47.5876,337.319277108434
-122.273,47.6821,547.368421052632
-122.396,47.6581,427.952755905512
-122.094,47.3496,147.692307692308
-122.001,47.1951,227.083333333333
-122.396,47.6539,424.812030075188
-122.178,47.5375,205.144230769231
-122.267,47.7605,241.635687732342
-122.326,47.6663,608.988764044944
-122.13,47.6978,387.85046728972
-122.215,47.3221,178.333333333333
-122.275,47.4488,180.147058823529
-122.31,47.2681,153.414634146341
-122.39,47.5821,373.333333333333
-122.39,47.5395,290.769230769231
-122.269,47.336,135.555555555556
-122.261,47.7679,159.090909090909
-122.402,47.5818,439.457831325301
-121.853,47.5317,182.203389830508
-122.05,47.3647,136.363636363636
-122.384,47.5338,324.404761904762
-122.305,47.6681,401.515151515152
-122.3,47.4152,180.459770114943
-122.35,47.5044,337.301587301587
-122.346,47.4793,220
-122.076,47.7627,257.920792079208
-122.274,47.5193,169.270833333333
-122.379,47.555,277.906976744186
-121.826,47.526,229.251700680272
-122.124,47.655,314.465408805031
-122.224,47.7022,781.17048346056
-122.267,47.6718,500
-122.109,47.6327,270.036101083032
-122.198,47.6245,710.4
-121.758,47.4761,236.754385964912
-122.045,47.5221,220.666666666667
-122.278,47.7522,289.634146341463
-122.311,47.7145,248.605577689243
-122.11,47.7404,250.387596899225
-122.159,47.4834,254.615384615385
-122.353,47.7049,250.819672131148
-122.381,47.6915,249.049429657795
-122.319,47.336,148.717948717949
-122.274,47.6597,395.569620253165
-122.286,47.6759,296.774193548387
-122.319,47.6988,255.882352941176
-122.181,47.5427,264.541832669323
-122.318,47.6462,480.555555555556
-122.146,47.4406,213.888888888889
-122.202,47.705,265.775401069519
-121.785,47.4965,277.227722772277
-122.271,47.5024,167.857142857143
-122.387,47.5304,228.947368421053
-121.872,47.544,263.157894736842
-122.368,47.291,154.166666666667
-122.006,47.6932,309.68992248062
-122.004,47.3558,191.191222570533
-122.359,47.5536,173.529411764706
-122.321,47.6942,281.69014084507
-122.182,47.5462,268.408361204013
-122.346,47.2918,119.402985074627
-121.882,47.5441,185.714285714286
-122.298,47.6982,317.622950819672
-122.101,47.7415,264
-122.224,47.4862,203.825136612022
-122.22,47.5553,323.851203501094
-122.141,47.4406,145.708502024292
-122.316,47.6997,512.5
-122.03,47.6726,237.931034482759
-122.185,47.3702,173.758865248227
-122.083,47.5896,247.349823321555
-122.311,47.3923,159.52380952381
-122.1,47.3664,127.840909090909
-122.195,47.5894,437.5
-122.359,47.5708,576.086956521739
-122.262,47.5156,237.80487804878
-122.177,47.589,220.183486238532
-122.37,47.6385,346.428571428571
-122.291,47.4672,147.727272727273
-122.327,47.3444,306.603773584906
-122.191,47.731,287.581699346405
-122.271,47.7646,221.774193548387
-122.124,47.5015,208.053691275168
-121.972,47.2413,144.808743169399
-122.183,47.4206,166.666666666667
-122.28,47.3575,167.586206896552
-122.025,47.6285,289.140271493213
-122.316,47.3437,190.265486725664
-122.22,47.7573,261.290322580645
-122.275,47.3745,146.198830409357
-122.309,47.7359,401.485148514851
-122.286,47.7142,169.924812030075
-122.286,47.7142,274.436090225564
-121.998,47.3131,205.384615384615
-122.031,47.3668,173.622754491018
-122.349,47.6893,588.541666666667
-122.164,47.635,338.329764453961
-122.131,47.6664,297.196261682243
-122.255,47.4938,138.888888888889
-122.162,47.4525,193.939393939394
-122.319,47.3825,145.833333333333
-122.376,47.5326,233.333333333333
-122.161,47.4818,223.12925170068
-122.077,47.7287,232.860520094563
-122.225,47.4908,254.314720812183
-121.759,47.4429,204.545454545455
-121.965,47.7336,192.822966507177
-122.28,47.7591,231.09243697479
-122.201,47.3591,161.178107606679
-122.162,47.4388,176.328502415459
-122.368,47.7004,307.853403141361
-122.131,47.5633,315.104166666667
-122.273,47.6585,382.352941176471
-122.272,47.3415,166.428571428571
-122.2,47.3818,162.89592760181
-122.366,47.695,392.307692307692
-122.062,47.7479,352.380952380952
-122.073,47.7422,262.931034482759
-122.38,47.6921,263.333333333333
-122.198,47.7533,190.47619047619
-122.402,47.5793,323.383084577114
-122.239,47.7767,207.350230414747
-122.387,47.6988,361.888111888112
-122.214,47.7121,288.079470198675
-122.313,47.7447,286.955652173913
-122.405,47.5671,441.860465116279
-122.317,47.5646,326.277372262774
-122.02,47.717,294.033613445378
-122.279,47.6374,620.43795620438
-122.355,47.3272,197.8125
-122.157,47.5511,251.333333333333
-122.384,47.5912,331.645569620253
-122.178,47.5987,356.916666666667
-122.262,47.5132,143.321554770318
-121.97,47.6333,231.55737704918
-122.387,47.5818,336.134453781513
-121.934,47.7576,235.714285714286
-122.043,47.3608,137.344322344322
-122.166,47.4987,169.581589958159
-122.056,47.6216,271.844660194175
-122.195,47.6051,330.923694779116
-122.08,47.363,236.363636363636
-122.287,47.6777,312.757201646091
-122.336,47.3384,127.760252365931
-122.15,47.4598,162.840909090909
-122.189,47.5089,302.212389380531
-122.38,47.7751,239.819587628866
-122.362,47.6797,409.090909090909
-122.144,47.5771,325
-122.114,47.6188,210
-122.279,47.4802,142.830687830688
-122.295,47.6101,258.115183246073
-122.172,47.3314,136.531365313653
-122.286,47.6196,462.962962962963
-122.11,47.475,244
-122.217,47.7146,251.572327044025
-122.356,47.7073,258.064516129032
-122.351,47.6583,357.5
-122.125,47.6261,180.05540166205
-122.376,47.3109,112.953367875648
-122.371,47.6949,390.625
-121.993,47.4691,220.095693779904
-122.327,47.3289,119.845360824742
-122.363,47.5293,226.777777777778
-122.115,47.6792,301.734104046243
-122.044,47.6337,240.213523131673
-122.134,47.5506,383.098591549296
-122.333,47.492,187.932330827068
-122.294,47.4781,280
-122.355,47.7041,244.289772727273
-121.994,47.6304,230.46875
-122.198,47.6815,408.045977011494
-121.867,47.5341,223.809523809524
-122.078,47.7354,257.611241217799
-122.335,47.6518,485.074626865672
-122.162,47.5619,382.445141065831
-122.205,47.7148,258.969325153374
-122.218,47.746,209.030100334448
-122.375,47.5222,248.516129032258
-122.01,47.5756,295.85798816568
-122.058,47.3405,157.142857142857
-122.185,47.5433,236.401673640167
-122.034,47.6799,223.461538461538
-122.153,47.39,185.128205128205
-122.121,47.6329,276
-122.309,47.6124,355.084745762712
-122.179,47.4802,206.547619047619
-121.991,47.5839,281.531531531532
-122.227,47.5602,490.79754601227
-122.011,47.3077,142.481203007519
-122.017,47.5707,269.565217391304
-122.225,47.3839,221.238938053097
-122.188,47.539,247.101449275362
-121.983,47.2118,172.377622377622
-122.228,47.2597,218.120805369128
-122.184,47.393,153.177339901478
-122.396,47.6347,365.448504983389
-122.351,47.7493,158.839779005525
-122.351,47.7493,238.121546961326
-122.279,47.5282,232.989690721649
-122.348,47.682,410.44776119403
-122.286,47.4778,134.615384615385
-122.123,47.6357,369.642857142857
-122.05,47.5771,252.490421455939
-122.327,47.6898,311.51832460733
-122.127,47.4622,196.629213483146
-122.381,47.3102,142.105263157895
-122.117,47.6061,270.408163265306
-122.281,47.294,181.086956521739
-122.362,47.3272,169.010416666667
-122.033,47.7176,318.518518518519
-122.033,47.7176,311.074074074074
-122.276,47.3748,113.545816733068
-122.191,47.3337,134.412955465587
-122.3,47.5033,169.879518072289
